sample,fastq_1,fastq_2,strandedness
D122_liver,/fs04/scratch2/xy86/sanjay/ATLANTIS/RNAseq/Raw_Data/D122-liver_S23_L001_R1_001.fastq.gz,/fs04/scratch2/xy86/sanjay/ATLANTIS/RNAseq/Raw_Data/D122-liver_S23_L001_R2_001.fastq.gz,reverse
